"","year","country.x","TOTAL","TAX","SPEND","DTOTALE","DTAXE","DSPENDE","ccode","WAGESH","NPINV","PDEBT","RYIELD","RGROWTH","INFL","UNEM","OGAP","ACTPOPG","RGDPGR","GPINVB","RGDPB","COMNGCONS","COMNGINV","country.y","gini_disp","gini_mkt","country.x.x","iso","ifs","pop","gdp","iy","cpi","ca","imports","exports","narrowm","money","stir","ltrate","hpnom","unemp","wage","debtgdp","revenue","expenditure","xrusd","tloans","tmort","thh","tbus","bdebt","lev","ltd","noncore","crisisJST","crisisJST_old","peg","peg_strict","peg_type","peg_base","JSTtrilemmaIV","eq_tr","housing_tr","bond_tr","bill_rate","rent_ipolated","housing_capgain_ipolated","housing_capgain","housing_rent_rtn","housing_rent_yd","eq_capgain","eq_dp","eq_capgain_interp","eq_tr_interp","eq_dp_interp","bond_rate","eq_div_rtn","capital_tr","risky_tr","safe_tr","country.y.y","ginv","pinv","ginv_nom","pinv_nom","RGCONS","NGCONS","SOCPR","HEALTH","EDUC","PUBSERV","OTHER","DEFSAFE","HOUS","ENVIR","ECAFF","ORDER","DEF","RECR","CAPB","change_CAPB","sum_spillover_total","sum_spillover_tax","sum_spillover_spend","GREXPART","banking_crisis","V1","sum_spillover_CAPB","approval","Country","STRIKE","GOVCRISIS","RIOTS","DEMONSTR","lrgov","TOPTEN","BOTTOMFIFTY","TOPBOTTOM","log_TOPBOTTOM","log_ginv","log_pinv","log_RGCONS","RATIOINVCONS","CONSRATIOINVCONS","log_DEFSAFE","log_EDUC","log_HEALTH","log_OTHER","log_PUBSERV","log_SOCPR","log_APPROV","log_WAGESH"
"636","1983","Sweden",0,0,0,0,0,0,"SWE",61.7563051,NA,61.33454585,3.173311425,2.1,"8.907",4.758,"-1.35",NA,NA,NA,2081.818,NA,NA,"Sweden",21.5,41.5,"Sweden","SWE",144,8329,736242,0.198294854,63.80105402,-8273.033999,200368,210516,41872,402521,11.29166667,12.3625,45.84146818,3.5,55.18502394,56.2608792,191280.1875,277879.5,8.000999999,510619,273447,281301,229318,452474.6563,4.629926205,104.2123718,53.34657288,0,0,1,0,"PEG","DEU",-2.4772501,0.693813026,0.095797479,0.162532121,0.097499996,NA,NA,0.016450256,0.079347223,0.078063063,0.661211014,0.02,NA,NA,NA,0.123625003,0.033224221,0.2220577,0.267226696,0.130016059,"Sweden",11.973,40.556,44.437,150.523,87.80233233,28.084868855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.59028286,0.21118652,0.37925783,1.005802056,0,636,0,NA,"Sweden",0,0,0,1,1,0.2492,0.2924,0.852257181942545,-0.159866940962325,2.48265411473471,3.70268373509033,4.47508806441126,1.58223989684356,NA,NA,NA,NA,NA,NA,NA,NA,4.12319607717812
"637","1984","Sweden",0.9,0.21,0.69,1,1,1,"SWE",60.3178073,NA,64.80458477,4.558878551,4.3,"8.021",4.233,"0.53",NA,NA,NA,2169.869,NA,NA,"Sweden",21.9,41.9,"Sweden","SWE",144,8337,826116,0.200037283,68.90645586,2211.417,218570,242809,45024,431523,11.9875,12.5875,48.10620851,3.1,61.15803222,59.443877,221165.4844,298264.5,8.9895,572732,311582,308957,263775,517144.5938,4.594454765,105.4545364,53.11859894,0,0,1,0,"PEG","DEU",0.1365,-0.093822077,0.13270624,0.139800668,0.107500002,NA,NA,0.049402833,0.083303407,0.079381727,-0.11207734,0.0251,NA,NA,NA,0.125874996,0.022286858,0.090999395,0.072573997,0.123650335,"Sweden",11.673,45.096,45.715,176.614,89.595533565,28.217855485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.345483862,0.040196184,0.305287678,0.640137036,0,637,0,NA,"Sweden",0,0,0,0,1,0.2639,0.2897,0.910942354159475,-0.0932756612660263,2.45727848267053,3.80879355077927,4.49530547013349,1.62007350361196,NA,NA,NA,NA,NA,NA,NA,NA,4.09962737191166
"638","1985","Sweden",0,0,0,0,0,0,"SWE",60.8682152,NA,69.29503098,5.242681563,2.3,"7.367",3.85,"0.67",NA,NA,NA,2216.746,NA,NA,"Sweden",22.2,42.3,"Sweden","SWE",144,8350,899754,0.207545618,73.97891963,-12245.724,244609,260500,46006,428820,14.4925,13.1275,50.37094885,2.8,66.72181106,63.5632832,260595.8594,329136.3125,7.6155,626843,351811,330937,295906,582396.9375,4.731447697,108.9582367,54.06978989,0,0,1,0,"PEG","DEU",-0.264,0.287145019,0.13311702,0.109962866,0.119999997,NA,NA,0.047077093,0.086039923,0.08217153,0.256563872,0.021,NA,NA,NA,0.131274998,0.026387841,0.154729635,0.178003207,0.114981428,"Sweden",11.005,50.249,45.549,207.973,91.040781584,29.138755448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.25,NA,0.267732127,0.105750635,0.161981493,-0.187646495,0,638,0,NA,"Sweden",0,0,0,0,1,0.2654,0.2903,0.914226662073717,-0.089676749132477,2.39834971497842,3.91699064624366,4.51130755540268,1.56317589065481,NA,NA,NA,NA,NA,NA,NA,NA,4.1087111205711
"639","1986","Sweden",0,0,0,0,0,0,"SWE",61.0170793,NA,67.11576368,6.306937669,3,"4.233",3.608,"1.093",NA,NA,NA,2276.406,NA,NA,"Sweden",22.2,42.7,"Sweden","SWE",144,8370,985263,0.199799444,77.10803689,422.778,232479,265104,50242,474260,9.793333333,10.2925,53.96329559,2.224,72.23334785,61.5644164,275098.9375,322661.75,6.819,755566,445741,404244,351322,689567.5,4.962376595,110.3559647,53.05942154,0,0,1,0,"PEG","DEU",-0.465,0.536140263,0.155573547,0.248267636,0.090000004,NA,NA,0.071318954,0.084254585,0.078645661,0.505741894,0.018099999,NA,NA,NA,0.102925003,0.027253928,0.251996756,0.294315308,0.169133812,"Sweden",10.745,51.3,45.819,218.757,92.571963292,37.971661941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95,2.2,0.071788958,-0.026751711,0.098540669,-0.102358407,0,639,0.177833508758421,62.387459,"Sweden",0,0,0,0,1,0.26,0.2945,0.882852292020374,-0.124597372076114,2.37444053009447,3.93769075217672,4.52798632358275,1.20666301283292,NA,NA,NA,NA,NA,NA,NA,4.13336427761258,4.11115381350843
"640","1987","Sweden",0,0,0,0,0,0,"SWE",61.2844429,NA,63.49418992,7.447650668,3.3,"4.222",2.867,"1.744",NA,NA,NA,2352.753,NA,NA,"Sweden",21.8,43,"Sweden","SWE",144,8398,1068065,0.208033181,80.36890646,-122.808,257386,281333,52043,494050,9.348333333,11.685,62.35845373,2.1,76.81758816,58.2422143,320105.2188,336560.5938,5.848,883957,519645,470676,413281,824862.875,5.31934309,135.295639,61.17303848,0,0,1,0,"PEG","DEU",-0.63824999,-0.059622411,0.237032324,0.046978034,0.087499999,NA,NA,0.155572399,0.081459925,0.070493139,-0.078689426,0.0241,NA,NA,NA,0.116850004,0.022203585,0.119356871,0.144025028,0.067239016,"Sweden",10.845,54.986,49.127,249.073,93.691132129,44.836964072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.27,2.32,0.229511672,0.05722737,0.172284303,-0.038067271,0,640,0,60.740311,"Sweden",0,0,0,0,1,0.2654,0.2881,0.921207913918778,-0.0820695201923757,2.38370414427884,4.00707860737573,4.54000354366637,1.09568078519123,NA,NA,NA,NA,NA,NA,NA,4.10660757978889,4.11552602443607
"641","1988","Sweden",0,0,0,0,0,0,"SWE",60.5414473,NA,57.05232378,4.982464701,2.5,"5.798",2.35,"2.454",NA,NA,NA,2412.961,NA,NA,"Sweden",22.4,43.4,"Sweden","SWE",144,8436,1165476,0.217425438,85.04611331,-3287.838,279261,304190,54930,519650,10.0525,11.34833333,75.24404529,1.8,82.14627775,52.3326826,332551.9063,338229.5,6.157,1097080,628734,567980,529100,984828.125,5.210380554,175.6724243,67.89858246,0,0,1,0,"PEG","DEU",0.21525,0.554165602,0.281911135,0.172407672,0.094999999,NA,NA,0.206635818,0.075275332,0.062384468,0.518797457,0.019099999,NA,NA,NA,0.113483332,0.029009031,0.315164059,0.380317539,0.133703828,"Sweden",11.514,58.032,56.326,283.9,94.518126394,49.361910334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.55,-0.72,0.085219717,-0.003323262,0.088542979,0.728358167,0,641,0.0836133747336842,57.610729,"Sweden",0,0,0,0,1,0.2716,0.2841,0.956001407954945,-0.0449958931756013,2.44356368625362,4.06099458254055,4.54879162979892,1.14108225591106,NA,NA,NA,NA,NA,NA,NA,4.05370881771735,4.10332820981591
"642","1989","Sweden",0,0,0,0,0,0,"SWE",61.6674922,NA,50.9396916,6.342838953,2.7,"6.437",2.025,"3.336",NA,NA,NA,2477.02,NA,NA,"Sweden",23.1,43.9,"Sweden","SWE",144,8493,1293305,0.236978273,90.51383399,-19328.608,315620,332220,60419,571680,11.51166667,11.18,89.49629051,1.5,91.68045276,46.7261537,367707.4063,352949.5313,6.227,1336944,742677,639927,697017,1265407.625,5.21691227,204.1924438,71.15790558,0,0,1,0,"PEG","DEU",1.9349999,0.270777106,0.256569505,0.01717587,0.091600001,NA,NA,0.189414442,0.067155048,0.056460593,0.24481523,0.019099999,NA,NA,NA,0.1118,0.023775971,0.214653671,0.261704743,0.054387935,"Sweden",12.72,64.776,67.689,344.689,96.863646765,52.561907739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.66,-0.89,0.021908111,0.015669228,0.006331595,-0.309406435,0,642,0,41.798111,"Sweden",0,0,0,0,1,0.2601,0.2916,0.891975308641975,-0.114316827679897,2.54317555791198,4.17093516438381,4.57330428612181,1.28779572339944,NA,NA,NA,NA,NA,NA,NA,3.73285114712199,4.12175692334764
"643","1990","Sweden",0,0,0,0,0,0,"SWE",63.863061,NA,46.00336229,1.730350022,0.8,"10.47",2.242,"3.511",NA,NA,NA,2495.714,NA,NA,"Sweden",23.5,44.4,"Sweden","SWE",144,8559,1421418,0.23136441,100,-36113.924,320380,340040,61713,636460,13.48166667,13.155,100,1.832,100,42.1981708,401552.5625,405286.8125,5.698,1546931,883454,700304,846627,1543633.5,4.41314888,217.5224457,74.70417023,0,0,1,0,"PEG","DEU",1.16725,-0.293403685,0.182340592,0.144755036,0.099299997,NA,NA,0.11736463,0.064975962,0.058151081,-0.310618997,0.0341,NA,NA,NA,0.131549999,0.023507891,0.072493985,0.057662994,0.122027516,"Sweden",12.464,65.186,72.117,377.165,99.520559497,65.886216125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.18,0.52,0.051313479,0.037786312,0.013527167,-0.540416607,0,643,0,31.33872,"Sweden",0,1,0,0,1,0.2444,0.2974,0.821788836583726,-0.196271806728614,2.52284448912839,4.17724472194974,4.60036425093045,1.09456885281102,NA,NA,NA,NA,NA,NA,NA,3.44485439371984,4.15674111911628
"644","1991","Sweden",0,0,0,0,0,0,"SWE",63.7066049,NA,44.58176922,1.117903734,-1.1,"8.792",4,"1.369",NA,NA,NA,2467.113,NA,NA,"Sweden",22.9,44.6,"Sweden","SWE",144,8617,1532495,0.208685864,109.3214756,-25612.644,301260,332800,64556,661790,11.47,10.69083333,105.5447091,3.243,105.2328802,40.893967,403486.5938,448508.0313,5.5295,1631309,992543,710110,921199,1563598.25,4.971807957,203.6868896,72.4809494,1,1,1,0,"PEG","DEU",0.80237502,0.085845165,0.124507859,0.278086901,0.079599999,NA,NA,0.05545,0.069057859,0.065429777,0.054708458,0.0348,NA,NA,NA,0.106908336,0.036703855,0.129049748,0.114334755,0.178843454,"Sweden",13.504,57.302,82.265,349.087,104,71.262865647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.73,-1.45,0.301944884,0.228813329,0.073131555,-1.182026757,1,644,0.0776893480936842,40.6451,"Sweden",0,0,0,0,2.5378,0.2494,0.2937,0.84916581545795,-0.163500804958638,2.6029859378536,4.04833552712552,4.64439089914137,1.15438804282021,NA,NA,NA,NA,NA,NA,NA,3.70487828752273,4.15428824480105
"645","1992","Sweden",0,0,0,0,0,0,"SWE",62.5181708,NA,50.68,8.441730631,-0.9,"1.378",7.1,"-1.715",NA,NA,NA,2438.53,NA,NA,"Sweden",23,45.9,"Sweden","SWE",144,8668,1529379,0.182819955,111.8247694,-61907.97,290940,326050,64051,682850,13.32916667,10.015,93.24482624,5.722,111.0624642,46.4882805,397725.2813,492672.5313,7.043,1676782,1001966,696561,980221,1678704.25,4.002385616,176.7045746,65.23131561,0,0,1,0,"PEG","DEU",0.50399995,0.025579186,-0.046191737,0.112868376,0.078000002,NA,NA,-0.116539866,0.070348129,0.079627961,-0.00545664,0.032899998,NA,NA,NA,0.100149997,0.032720476,0.006118956,-0.026094373,0.095434189,"Sweden",13.59,49.737,81.359,297.757,106,76.915324874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.95,-6.68,0.379722317,0.115591083,0.264131234,0.231872489,0,645,0,39.73917,"Sweden",0,0,0,0,7.35,0.2478,0.2964,0.836032388663968,-0.17908792422689,2.60933422816305,3.90674912292544,4.66343909411207,1.05777359886706,NA,NA,NA,NA,NA,NA,NA,3.68233735114814,4.13545724728777
"646","1993","Sweden",1.81,0.42,1.39,1,1,1,"SWE",60.1541559,NA,65.711,2.32120332,-1.8,"4.689",11.15,"-5.153",NA,NA,NA,2388.159,NA,NA,"Sweden",23.4,46.8,"Sweden","SWE",144,8719,1657500,0.193740456,117.0289855,-33861.673,334290,388300,66803,710060,8.500833333,8.539166667,81.49160484,9.33,115.5204594,58.7842101,377743.3438,607870.0625,8.3035,1569771,1040565,676390,893381,1695020.25,5.079959393,125.1830215,55.10637665,0,0,0,0,"FLOAT","DEU",0,0.56643486,-0.04185842,0.29628098,0.049508002,NA,NA,-0.126046702,0.084188282,0.096330412,0.537138224,0.014500001,NA,NA,NA,0.085391663,0.022288505,0.182436302,0.186290368,0.172894493,"Sweden",14.517,38.09,88.416,231.983,106,58.299200863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.41,0.54,0.479988306,0.088726502,0.390456792,-0.5303361,0,646,0.357368964715789,38.092018,"Sweden",0,0,0,0,7.2375,0.258,0.289,0.892733564013841,-0.113467103190815,2.67532037647929,3.63995178049051,4.66343909411207,1.51659025666189,NA,NA,NA,NA,NA,NA,NA,3.64000475887185,4.09691053230325
